@0 GITREV=cfd30aae7c59705939b67ed13d39dccdb3b7df99, GITCLEAN=1
@0 Create from size nx=8 ny=3
@0 dimX=8, dimY=3
@0 Invocation key is: simEE87106AA9A62174F972B9F95D3748C0
@0 Plan key is: plan1523E33258F177BA84042C34EC2F2DE1
@0 SimTraceCtf, flags:  wavelets=0 landing=1 inst=1 switch_positions=0 stalls=1
@0 Global debug flag: landing
@0 P0.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P1.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P2.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P3.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P4.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P5.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P6.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P7.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P0.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P1.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P2.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P3.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P4.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P5.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P6.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P7.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P0.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P1.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P2.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P3.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P4.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P5.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P6.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P7.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 LW0 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LW1 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LW2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LE0 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LE1 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LE2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN0 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN1 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN3 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN4 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN5 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN6 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN7 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS0 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS1 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS3 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS4 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS5 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS6 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS7 (nul) tile trace flag: inst_trace,landing,stalls
@0 Architecture is: FYN
@0 Simtile is: hwtile
@0 Sim stats: config-time=0.05, nodes=1, threads=5
@0 Sim stats: tiles=46, simulated_tiles=28, hwtile=24, iotile=4, nultile=18
@2 LW0 (iotile) landing C5 from link R, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=0000180500000000, lf=0
@2 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000000, lf=0
@2 LE0 (iotile) landing C0 from link R, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=00001B0000000000, lf=0
@3 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=0000180500000000, lf=0
@3 P7.0 (hwtile) landing C0 from link E, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=00001B0000000000, lf=0
@3 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000000, lf=0
@3 LW0 (iotile) landing C5 from link R, ctrl=0, idx=0010, data=0010 (+0.040(-14)), ident=0000180500000001, lf=0
@3 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000001, lf=0
@3 LE0 (iotile) landing C0 from link R, ctrl=0, idx=0018, data=0018 (+0.060(-14)), ident=00001B0000000001, lf=0
@4 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=0010, data=0010 (+0.040(-14)), ident=0000180500000001, lf=0
@4 P7.0 (hwtile) landing C0 from link E, ctrl=0, idx=0018, data=0018 (+0.060(-14)), ident=00001B0000000001, lf=0
@4 LW0 (iotile) landing C5 from link R, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=0000180500000002, lf=0
@4 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000001, lf=0
@4 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=0000180500000000, lf=0
@4 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000002, lf=0
@4 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000000, lf=0
@4 LE0 (iotile) landing C0 from link R, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=00001B0000000002, lf=0
@4 P7.1 (hwtile) landing C0 from link N, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=00001B0000000000, lf=0
@5 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=0000180500000002, lf=0
@5 P7.0 (hwtile) landing C0 from link E, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=00001B0000000002, lf=0
@5 LW0 (iotile) landing C5 from link R, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=0000180500000003, lf=0
@5 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000002, lf=0
@5 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000003, lf=0
@5 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=0010, data=0010 (+0.040(-14)), ident=0000180500000001, lf=0
@5 LE0 (iotile) landing C0 from link R, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=00001B0000000003, lf=0
@5 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=0000180500000000, lf=0
@5 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000000, lf=0
@5 P6.1 (hwtile) landing C0 from link E, ctrl=0, idx=0001, data=0001 (+0.004(-14)), ident=00001B0000000000, lf=0
@5 P7.1 (hwtile) landing C0 from link N, ctrl=0, idx=0018, data=0018 (+0.060(-14)), ident=00001B0000000001, lf=0
@6 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=0000180500000003, lf=0
@6 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3F48, data=66A1 (+1.a84(+10)), ident=0000180500000004, lf=0
@6 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000004, lf=0
@6 P7.0 (hwtile) landing C0 from link E, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=00001B0000000003, lf=0
@6 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=0000180500000002, lf=0
@6 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000001, lf=0
@6 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000000, lf=0
@6 P6.1 (hwtile) landing C0 from link E, ctrl=0, idx=0018, data=0018 (+0.060(-14)), ident=00001B0000000001, lf=0
@6 P7.1 (hwtile) landing C0 from link N, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=00001B0000000002, lf=0
@7 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3F48, data=66A1 (+1.a84(+10)), ident=0000180500000004, lf=0
@7 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000003, lf=0
@7 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3EFF, data=0370 (+0.dc0(-14)), ident=0000180500000005, lf=0
@7 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=0010, data=0010 (+0.040(-14)), ident=0000180500000001, lf=0
@7 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000005, lf=0
@7 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000001, lf=0
@7 P6.1 (hwtile) landing C0 from link E, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=00001B0000000002, lf=0
@7 P7.1 (hwtile) landing C0 from link N, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=00001B0000000003, lf=0
@8 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3EAB, data=3F1E (+1.c78(+00)), ident=0000180500000006, lf=0
@8 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=0000180500000003, lf=0
@8 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000002, lf=0
@8 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000001, lf=0
@8 P6.1 (hwtile) landing C0 from link E, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=00001B0000000003, lf=0
@9 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3EFF, data=0370 (+0.dc0(-14)), ident=0000180500000005, lf=0
@9 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3D63, data=E667 (-1.99c(+10)), ident=0000180500000007, lf=0
@9 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0010 (+0.040(-14)), ident=0000190000000006, lf=0
@9 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000004, lf=0
@9 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=0000, data=0001 (+0.004(-14)), ident=0000180500000002, lf=0
@9 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000002, lf=0
@10 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3F48, data=66A1 (+1.a84(+10)), ident=0000180500000004, lf=0
@10 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000003, lf=0
@10 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000002, lf=0
@11 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3EAB, data=3F1E (+1.c78(+00)), ident=0000180500000006, lf=0
@11 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000005, lf=0
@11 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3E65, data=75E8 (+1.7a0(+14)), ident=0000180500000008, lf=0
@11 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=0000180500000003, lf=0
@11 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000007, lf=0
@11 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000003, lf=0
@12 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3EFF, data=0370 (+0.dc0(-14)), ident=0000180500000005, lf=0
@12 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000004, lf=0
@13 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3D63, data=E667 (-1.99c(+10)), ident=0000180500000007, lf=0
@13 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3F15, data=0402 (+1.008(-14)), ident=0000180500000009, lf=0
@13 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0022, data=0000 (+0.000(-15)), ident=0000190000000008, lf=0
@13 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0010 (+0.040(-14)), ident=0000190000000006, lf=0
@13 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3F48, data=66A1 (+1.a84(+10)), ident=0000180500000004, lf=0
@13 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000003, lf=0
@14 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3EAB, data=3F1E (+1.c78(+00)), ident=0000180500000006, lf=0
@14 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3EFF, data=0370 (+0.dc0(-14)), ident=0000180500000005, lf=0
@14 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000004, lf=0
@15 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3E65, data=75E8 (+1.7a0(+14)), ident=0000180500000008, lf=0
@15 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3F45, data=F71C (-1.c70(+14)), ident=000018050000000A, lf=0
@15 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3D63, data=E667 (-1.99c(+10)), ident=0000180500000007, lf=0
@15 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000005, lf=0
@16 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3F15, data=0402 (+1.008(-14)), ident=0000180500000009, lf=0
@16 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3EA7, data=C2BD (-1.af4(+01)), ident=000018050000000B, lf=0
@16 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000007, lf=0
@16 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000009, lf=0
@16 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3EAB, data=3F1E (+1.c78(+00)), ident=0000180500000006, lf=0
@17 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3E65, data=75E8 (+1.7a0(+14)), ident=0000180500000008, lf=0
@17 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3D63, data=E667 (-1.99c(+10)), ident=0000180500000007, lf=0
@17 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000005, lf=0
@18 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3F45, data=F71C (-1.c70(+14)), ident=000018050000000A, lf=0
@18 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3E67, data=9BB4 (-1.ed0(-09)), ident=000018050000000C, lf=0
@18 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3F15, data=0402 (+1.008(-14)), ident=0000180500000009, lf=0
@18 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0010 (+0.040(-14)), ident=0000190000000006, lf=0
@19 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3EA7, data=C2BD (-1.af4(+01)), ident=000018050000000B, lf=0
@19 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3ECF, data=FFD9 (-1.f64(+16)), ident=000018050000000D, lf=0
@19 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000A, lf=0
@19 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0022, data=0000 (+0.000(-15)), ident=0000190000000008, lf=0
@19 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3E65, data=75E8 (+1.7a0(+14)), ident=0000180500000008, lf=0
@20 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3F45, data=F71C (-1.c70(+14)), ident=000018050000000A, lf=0
@20 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3F15, data=0402 (+1.008(-14)), ident=0000180500000009, lf=0
@21 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3E67, data=9BB4 (-1.ed0(-09)), ident=000018050000000C, lf=0
@21 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3EA7, data=C2BD (-1.af4(+01)), ident=000018050000000B, lf=0
@21 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000007, lf=0
@21 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3F10, data=7C21 (+1.084(+16)), ident=000018050000000E, lf=0
@22 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3ECF, data=FFD9 (-1.f64(+16)), ident=000018050000000D, lf=0
@22 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3F1E, data=5DCC (+1.730(+08)), ident=000018050000000F, lf=0
@22 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000009, lf=0
@22 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000B, lf=0
@22 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3F45, data=F71C (-1.c70(+14)), ident=000018050000000A, lf=0
@23 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3E67, data=9BB4 (-1.ed0(-09)), ident=000018050000000C, lf=0
@23 P1.1 (hwtile) landing C5 from link W, ctrl=0, idx=3EA7, data=C2BD (-1.af4(+01)), ident=000018050000000B, lf=0
@24 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3F10, data=7C21 (+1.084(+16)), ident=000018050000000E, lf=0
@24 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3D97, data=78B0 (+1.2c0(+15)), ident=0000180500000010, lf=0
@24 P0.1 (hwtile) landing C5 from link N, ctrl=0, idx=3ECF, data=FFD9 (-1.f64(+16)), ident=000018050000000D, lf=0
@25 P0.0 (hwtile) landing C5 from link W, ctrl=0, idx=3F1E, data=5DCC (+1.730(+08)), ident=000018050000000F, lf=0
@25 LW0 (iotile) landing C5 from link R, ctrl=0, idx=3F3B, data=8336 (-0.cd8(-14)), ident=0000180500000011, lf=0
